s,songName,artistName,genre,lyrics
49.5,One Beer,"['HIXTAPE', 'HARDY', 'Lauren Alaina', 'Devin Dawson']","['contemporary country', 'country pop', 'contemporary country', 'contemporary country', 'country', 'country dawn', 'country road', 'contemporary country', 'country pop', 'modern country rock']","
17 in a small town
Weak knees in a CVS
Door locked in the bathroom
What's it gonna be waitin' on that test?
Never thought that they'd be
Puttin' those life plans on the shelf
A couple American babies raisin' one up their self


One beer turns into a lit cigarette
Burnin' into a two beer buzz
Three beers turns into five and six
Then a love drunk kiss in the back of that truck
Just like that, everything rearranges
Life changes out of the blue
It's just a Bud Light, but ain't it funny
What one beer can turn into?


Sesame Street on the TV
A race car rollin' on a cardboard bridge
Crayon stick figure family
Stuck right there front center on the fridge
Flash back to two pink lines
A whole bunch of prayin' and doubtin'
Felt like the end of the world
Now the world don't spin without 'em (Hey, yeah)
Oh, 'cause


One beer turns into a lit cigarette
Burnin' into a two beer buzz
Three beers turns into five and six
Then a love drunk kiss in the back of that truck
(In the back of that truck)
Just like that, everything rearranges
Life changes out of the blue
It's just a Bud Light, but ain't it funny
What one beer can turn into?


A boy and a girl and a three on the tree
K-I-S-S-I-N-G
First comes lust, then the shotgun marriage
Six months later come a baby in a carriage
You know what, y'all? You know what, y'all?
The whole thing started with some alcohol
The whole thing started with some alcohol (Hey, yeah)


One beer turns into a lit cigarette
Burnin' into a two beer buzz (Into a two beer buzz)
Three beers turns into five and six
Then a love drunk kiss in the back of that truck
Just like that, everything rearranges
Life changes out of the blue
It's just a Bud Light, but ain't it funny
What one beer can turn into?


A boy and a girl and a three on the tree
K-I-S-S-I-N-G (Oh)
First comes lust, then the shotgun marriage
Six months later come a baby in a carriage
That's not all (Nah), that's not all (Nah)
Here we go again, drinkin' alcohol, yeah"
49.66666667,ily,"['Surf Mesa', 'Emilee']",[],"
I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you


I love you, baby


I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you


I love you, baby


I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you


I love you, baby


I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, lately, to warm these lonely nights
I love you, baby
Trust in me when I say"
49.66666667,Life Is Good,"['Future', 'Drake']","['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']","


Workin' on a weekend like usual
Way off in the deep end like usual
Niggas swear they passed us, they doin' too much
Haven't done my taxes, I'm too turnt up
Virgil got a Patek on my wrist goin' nuts
Niggas caught me slippin' once, okay, so what?
Someone hit your block up, I'd tell you if it was us
Manor house in Rosewood, this shit too plush


Say my days are numbered, but I keep wakin' up
Know you see my texts, baby, please say some
Wine by the glass, your man a cheapskate, huh?
Niggas gotta move off my release day, huh
Bitch, this is fame, not clout
I don't even know what that's about, watch your mouth
Baby got a ego twice the size of the crib
I can never tell her shit, it is what it is (What)
Said what I had to and did what I did (Ayy)
Never turn my back on FBG, God forbid
Virgil got the Patek on my wrist doin' front flips
Givin' you my number, but don't hit me on no dumb shit


Workin' on a weekend like usual
Way off in the deep end like usual (Like usual)
Niggas swear they passed us, they doin' too much
Haven't done my taxes, I'm too turnt up
Virgil got a Patek on my wrist goin' nuts
Niggas caught me slippin' once, okay, so what?
Someone hit your block up, I'd tell you if it was us
Manor house in Rosewood, this shit too plush


It's cool, man, got red bottoms on
Life is good, you know what I mean? Like




Yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo
I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo
Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo
I was in the trap servin' cocaine, I ain't been the same since, woo


Granny, she was standin' right there while I catch a play on a brick, woo
I make them lil' niggas go haywire, Taliban in this bitch, woo
I done been down bad in them trenches, had to ride with that stick, woo
Who gave you pills? Who gave you that dust? Pluto sent you on a lick, woo
Too many convicts that roll with me to play in this shit, woo
I'm tryna avoid nonsense, get Osama spray in this bitch, woo
They at the candlelight lightin' it up, nigga, anybody can get it, woo
I'm on a PJ lightin' it up, Backwood full of sticky, woo
I'm tryna tote that Draco in London and it's extended, woo
They gotta stretch a nigga out, we gon' die for this shit, woo
Yeah, I ride for my niggas, I lie to my bitch, woo
We some poor, high-class niggas, made it, we rich, yeah
I was at the bando, got a penthouse for a closet, woo
It's like a chandelier on my neck, my wrist, woo
I got pink toes that talk different languages, woo
Got Promethazine in my blood and Percocet, yeah


Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo
I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo
Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo
I was in the trap servin' cocaine, I ain't been the same since, woo


Racks by the ton, I call up Serena
I go tremendo for new fettuccine
All fact though, carat the pinky
All fact though, we ordered the Fiji
I'm in the loop with the voo, I'm in the loop with the woo, which one you workin'?
I'll put your face on the news, I'll put the pussy on the shirt after I murk it
Then make 'em go shoot up the hearse, cost me a quarter bird, nigga, it's worth it
And you a maniac, a fuckin' alien, how you splurgin'?
Got that kitty cat, I'm havin' fun with that, goin' Birkin


Yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo
I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo
Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo
I was in the trap servin' cocaine, I ain't been the same since, woo


Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch
Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, yeah
Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, uh
Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch"
51,Be A Light,"['Thomas Rhett', 'Reba McEntire', 'Hillary Scott', 'Chris Tomlin', 'Keith Urban']","['contemporary country', 'country', 'country road', 'modern country rock', 'contemporary country', 'country', 'country dawn', 'oklahoma country', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship', 'australian country', 'australian pop', 'contemporary country', 'country', 'country road']","
In a time full of war, be peace
In a time full of doubt, just believe
Yeah, there ain't that much difference between you and me
In a time full of war, be peace


In a world full of hate, be a light
When you do somebody wrong, make it right
Don't hide in the dark, you were born to shine
In a world full of hate, be a light


La-la-la, la, la, la, la


In a place that needs change, make a difference
In a time full of noise, just listen
'Cause life is but a breeze, better live it
In a place that needs a change, make a difference


In a world full of hate, be a light
When you do somebody wrong, make it right
Oh, don't hide in the dark, you were born to shine
In a world full of hate, be a light


La-la-la, la, la, la, la
La-la-la, la, la, la, la
La-la-la, la, la, la, la
La-la-la, la, la, la, la


In a race that you can't win, slow it down
Yeah, you only get one go around
'Cause the finish line is six feet in the ground
In a race you can't win, just slow it down


In a world full of hate, be a light (Oh)
When you do somebody wrong, make it right (Make it right)
Don't hide in the dark (Don't hide in the dark), you were born to shine
In a world full of hate, be a light


Yeah, it's hard to live in color
When you just see black and white
In a world full of hate, be a light"
52,After Party,['Don Toliver'],"['rap', 'trap']","
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi (Sonny Digital)
1942, I take you back in that 'Rari
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari


Switchin' lanes and I'm seein' lights, you know I watch the curb
Smokin' weed, you know I'm gettin' high, you know it calm my nerves
Trappin' hard, pumpin' non-stop, the bag I had to earn
You can try, but you might fail again, you know you never learn


Came in with a bottle, I was trippin'
And I took a couple shots and now I'm dizzy
It got me burning up, burning up
Insides burning up, burning up (Yeah)


Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari


Uh, poppin' meds (Uh) out in the meadows (Yeah)
She like a little red (Uh), in her stilettos (Yeah)
Anytime you live (Uh) out in the ghetto (Yeah)
You try to duck the feds (Uh), they need to let go


Came in with a bottle, I was trippin'
And I took a couple shots, it got me dizzy
It got me burning up, burning up
Insides burning up, burning up (Yeah)


Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari


Okay, I pull up— (Okay, I pull up)
Okay, I pull up— (Okay, I pull up)
Okay, I pull up (Okay, I pull up), hop out at the after party
Okay, I pull up (Okay, I pull up), hop out at the after party
Okay, I pull up (Okay, I pull up), hop out at the after party
Okay, I pull up (Okay, I pull up), hop out at the after party"
52,GO,"['The Kid LAROI', 'Juice WRLD']","['australian hip hop', 'pop rap', 'rap', 'trap', 'vapor trap', 'chicago rap', 'melodic rap']","
Okay, go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh
Go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh


I don't know no better (I don't)
I just wan' get into things, I just want mine better (Nah)
You fuck up my brain, you don't know no better, yeah (Okay)
Wish I knew you better, shit, but I don't know no better
So I keep doing what I know best, yeah
You're really good at fucking with me, girl, I'll give it to you (I will)
But I am out here doing this for me and not for you
I done fucked around and got attached, damn, I'm so with you
I don't know what to do, I don't know what to


And I should slide for you
And that's my biggest problem, in denial 'bout you
Tonight, I'll go open up the night for you
Probably die for you, fuck around and lie for you
Probably cry for you


Okay, go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh
Go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh


Woah, woah, woah
Perky with the lean, it got me slow, slow, slow
And yeah, I know I made a few mistakes before
But you know I ain't fucking with these hoes no more
Won't let go, I'm the type to show you that you're too special
Please don't be the type to hate the things I do
And I'll ride for you, and I'll die for you
Homicide for you


And I should slide for you
And that's my biggest problem, in denial 'bout you
Tonight, I'll go open up the night for you
Probably die for you, fuck around and lie for you
Probably cry for you


Okay, go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh
Go, go, go
She always be talking like she know, know, know
I told her don't ever leave me 'lone, 'lone, 'lone
I guess I'm accident-prone, prone, prone
Prone, prone, prone, oh"
52.33333333,Memories,['Maroon 5'],"['pop', 'pop rock']","
Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you


There's a time that I remember, when I did not know no pain
When I believed in forever, and everything would stay the same
Now my heart feel like December when somebody say your name
'Cause I can't reach out to call you, but I know I will one day, yeah


Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy


Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you


Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, memories bring back you


There's a time that I remember when I never felt so lost
When I felt all of the hatred was too powerful to stop (Ooh, yeah)
Now my heart feel like an ember and it's lighting up the dark
I'll carry these torches for ya that you know I'll never drop, yeah


Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy


Here's to the ones that we got (Oh-oh)
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through (No, no)
Toast to the ones here today (Ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories (Ayy)
And the memories bring back, memories bring back you


Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, memories bring back you
Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo (Ooh, yeah)
Memories bring back, memories bring back you


Yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, no, no
Memories bring back, memories bring back you"
52.33333333,ROXANNE,['Arizona Zervas'],['pop rap'],"
All for the 'Gram
Bitches love the 'Gram
Oh, wait, shit
Brr, brr (Ayy, yeah, yeah, yeah, ayy)
Brr, brr, brr, ayy
Skrrt skrrt
94 don't need no brakes, yeah


Roxanne, Roxanne
All she wanna do is party all night
Goddamn, Roxanne
Never gonna love me, but it's alright
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne, Roxanne
All she wanna do is party all night


Met her at a party in the hills, yeah
She just wanna do it for the thrill, yeah
Shorty drive a poodle with no top (Top, top)
But if I throw this money, she gon' drop, ayy
She don't wait in lines if it's too long
She don't drive the whip unless the roof off
Only wanna call when the cash out
Only take the pic when her ass out


She from Malibu, uh, Malibu
If you ain't got a foreign, then she laugh at you, uh
Malibu, uh, Malibu
Spending daddy's money with a attitude


Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night
Goddamn (Goddamn), Roxanne (Roxanne)
Never gonna love me, but it's alright
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night


I just wanna have fun


In LA, yeah, got no brakes, yeah
Living fast, Ricky Bobby, shake and bake, yeah
See the chain? Yeah, issa lake, yeah
Swipe the Chase, ooh, now she wanna date, yeah
Straight to Nobu on the coast, ooh
Shorty only like cocaine and Whole Foods
Yeah, snappin' all up on the 'Gram, ass going crazy (Woo)
Now she wanna fuck me in the foreign, goin' 80


Up in Malibu, uh, Malibu
If you ain't got a foreign, then she laugh at you, uh
Malibu, uh, Malibu
Spending daddy's money with a attitude


Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night (All night, yeah)
Goddamn (Goddamn), Roxanne (Roxanne)
Never gonna love me, but it's alright (Alright, yeah)
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night"
53,MAMACITA,"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']","['dance pop', 'pop', 'pop rap', 'latin', 'puerto rican pop', 'reggaeton', 'trap latino']","[Letra de ""MAMACITA""]


Baby, ven conmigo (Ven conmigo; oh-oh)
Baila (Baila)
La música e' testigo, ya la veo, mamacita (-ta)
Louis Vuitton en su vestido (Su vestido)
Diamante, le gusta cuando al oído yo le digo, eh-eh


Mamacita, mamacita
Qué bonita (Mamacita)
Eh-oh-oh-oh
Eh-oh-oh-oh
Mamacita, mamacita
Qué bonita (Mamacita)


Ella no le baja, nunca tumba (Nunca tumba)
Siempre anda lista pa' la rumba (Pa' la rumba)
Do' amiga' que le secundan (Oh-oh)
Salen y gastan la funda (Ey)
Le gusta sudar el alcohol (Sudar el—)
Sola la pasa mejor (Pasa)
Vestía' de Christian Dior
Siempre llega cuando sale el sol
Dame de lo que yo sé, eh-
Una botella 'e Rosé
Que la shorty tiene sed
Ese booty, mami, la rompe


Ella tiene algo que hace que a mí me guste
Ella tiene algo que hace que a mí me guste
I'ma put you in the mix, put you in the mix
Put you in the, put you in the, put you in the mix, eh


Alright, okay
I'ma love you all kinda ways
Boy, you got me caliente
When you call me ""mamacita""
Alright, uh-huh
Oh, you got me sayin', ""Ooh-la-la""
Ay, Dios mío, oh my God
Call me ""mamacita""


Mamacita, mamacita
Qué bonita (Mamacita)
Eh-oh-oh-oh
Eh-oh-oh-oh


Dame eso, dame beso
Dame tu corazón, dame cuerpo
Mami, when you give me body, I won't let go
You're the best, baby, yup, you special
Damn, baby, I want what you got
First time I seen you, I'm like, ""Who that?""
Dame dulce, dame azúcar
I do what you say, vamos a bailar
'Cause I like the way you move like this (Eh)
I like the way you wind up your hips (Eh)
I like the way you grind and twist it (Eh)
Hot damn, baby, you got me lit


When you put me in the mix (Ah), put me in the mix (Ah)
Put me in the, put me in the, put me in the mix
I'ma put you in the mix, put you in the mix
Put you in the, put you in the, put you in the mix, eh


Alright, okay
I'ma love you all kinda ways
Boy, you got me caliente
When you call me ""mamacita""
Alright, uh-huh
Oh, you got me sayin', ""Ooh-la-la""
Ay, Dios mío, oh my God
Call me ""mamacita""


Mamacita, mamacita
Qué bonita (Mamacita)
Eh-oh-oh-oh, eh
Eh-oh-oh-oh


Put me in the mix, put me in your vida
Put me on top, ponme arriba
Put me in be', put me in be', put me in between ya
Mami got the fire and I got the gasolina


Mueve, mami, move it on me (Eh)
Sacúdelo, make me a zombie (Eh)
Girl, make me sweat like wasabi (Eh)
I know I got you wet like tsunami (Eh)
I wanna make you my princesa (Eh)
Where you wanna go? What interests ya? (Eh)
Give you the mundo to impress ya (Eh)
If you're hot, baby, let me undress ya


Alright, okay
I'ma love you all kinda ways
Boy, you got me caliente
When you call me ""mamacita""
Alright, uh-huh
Oh, you got me sayin', ""Ooh-la-la""
Ay, Dios mío, oh my God
Call me ""mamacita""
Alright, okay
I'ma love you all kinda ways
Boy, you got me caliente
When you call me ""mamacita""
Alright, uh-huh
Oh, you got me sayin', ""Ooh-la-la""
Ay, Dios mío, oh my God
Call me mamacita"
53,She's Mine,['Kip Moore'],"['contemporary country', 'country', 'country road', 'modern country rock']","
Love, I've been looking for a while
Been  close a couple times
Man,  she's hard to find
And towns everywhere along the map
Well, I've traveled there and back
And  I wonder where she's at


Yeah,  maybe she's in Dallas
Cheering for the Cowboys
Maybe  laying low down in Mexico
I know she loves the sunshine
Yeah, maybe she's in Vegas
At a table dealing Blackjack
Hey,  if you wouldn't mind, if you see her out tonight
Tell her she's mine (Yeah, boy)


Life, it's a crazy ride, isn't it?
And I'm loving every minute
But it'd be better with her in it, yeah


Maybe she's living in a small town
And she's taught to fear the Bible
But she's got a couple friends that she runs around with
Dancin' with the Devil
Maybe she's sittin' in a café
In a lonely, crowded city
Hey, if you wouldn't mind, if you see her out tonight
Tell her she's mine (Come on)


Tell her I'm comin', I'm runnin'
Yeah, I'm sorry I'm late
That I want her, I love her
And I just can't wait to meet her someday


Hell, maybe she's a hippie
Hangin' on the west coast
With flowers in her hair, probably doesn't care
'Bout nothin' but a good time
Maybe she's living up in New York
Working down on Wall Street
Hey, if you wouldn't mind, if you see her out tonight
Tell her she's mine


Yeah, tell her she's mine
Tell her she's mine
Hey, if you wouldn't mind, if you see her out tonight
Tell her she's mine"
53.5,Lose Somebody,"['Kygo', 'OneRepublic']","['edm', 'pop', 'tropical house', 'dance pop', 'piano rock', 'pop', 'pop rock']","
It's a classic me mistake
Someone gives me love, and I throw it all away
Tell me, have I gone insane?
Talkin' to myself, but I don't know what to say


'Cause you let go
And now I'm holdin' on
I guess you don't know what you got
Until it's gone


Sometimes, you gotta lose somebody
Just to find out you really love someone
Oh, and I do, and I do, and I do, yeah
Sometimes, you gotta lose somebody
Just to find out you really love someone
Oh, yeah
Sometimes, you gotta lose somebody


So don't tell me it's too late
Hearts are made to bend
Baby, please don't let me break, yeah
I knew I should've stayed
'Cause now, you're movin' on
And I don't know what to say


'Cause you let go (Yeah, you let go)
And now I'm holdin' on (I'm holdin' on)
I guess you don't know what you got
Until it's gone


Sometimes, you gotta lose somebody
Just to find out you really love someone
Oh, and I do, and I do, and I do, yeah
Sometimes, you gotta lose somebody (Somebody)
Just to find out you really love someone
Oh, yeah
Sometimes, you gotta lose somebody


Hey yeah, hey yeah, hey yeah
Sometimes, you gotta lose somebody, yeah
Hey yeah, hey yeah, hey yeah
Sometimes, you gotta lose somebody, yeah
Hey yeah, hey yeah, hey yeah
Sometimes, you gotta lose somebody, yeah
Hey yeah, hey yeah, hey yeah
Sometimes, you gotta lose somebody, yeah


Sometimes, you gotta lose somebody
Just to find out you really love someone
Oh, and I do, and I do, and I do, yeah
Sometimes, you gotta lose somebody (Somebody)
Just to find out you really love someone
Oh, yeah
Sometimes, you gotta lose somebody


Hey yeah, hey yeah, hey yeah
Hey yeah, hey yeah, hey yeah
Hey yeah, hey yeah, hey yeah
Hey yeah, hey yeah, hey yeah
Ooh, ooh
You gotta lose some
You gotta lose somebody"
54,everything i wanted,['Billie Eilish'],"['electropop', 'pop']","
I had a dream
I got everything I wanted
Not what you'd think
And if I'm bein' honest
It might've been a nightmare
To anyone who might care
Thought I could fly (Fly)
So I stepped off the Golden, mm
Nobody cried (Cried, cried, cried, cried)
Nobody even noticed
I saw them standing right there
Kinda thought they might care (Might care, might care)


I had a dream
I got everything I wanted
But when I wake up, I see
You with me


And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""


I tried to scream
But my head was underwater
They called me weak
Like I'm not just somebody's daughter
Coulda been a nightmare
But it felt like they were right there
And it feels like yesterday was a year ago
But I don't wanna let anybody know
'Cause everybody wants something from me now
And I don't wanna let 'em down


I had a dream
I got everything I wanted
But when I wake up, I see
You with me


And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""


If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?
If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?"
54.5,I Love My Country,['Florida Georgia Line'],"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","
Yeah, baby


Out here, ain't nothin' but woods and water
Drop a beer from a stand, catch a fish with a bobber
Drink a beer out the can, liquor out the bottle
How the good Lord intended it
Yes, he did


I love my country, I love my country
Six strings and fiddles, whiskey from Kentucky
We keep it funky we like how it sounds
Monday to Sunday, yeah, I love my country
Up loud and proud, rollin' into town
Hanging out the window like a Bluetick hound
Ain't sorry, ain't nothin' to be sorry about
I love my country, I love my country up loud


Barbecue, steak fries, styrofoam, plate date night
George Strait, singing greats, while we turning up, sitting lake side
That pedal steel, she straight slidin' over here to me
She do that Alabama Shake, like you ain't ever seen


I love my country, I love my country
Six strings and fiddles, whiskey from Kentucky
We keep it funky, we like how it sounds
Monday to Sunday, yeah, I love my country
Up loud and proud, rollin' into town
Hanging out the window like a Bluetick hound
Ain't sorry, ain't nothin' to be sorry about
I love my country
I love my country up loud
I love my country up loud
I'm talking way up loud


I like pop, and rock, and rap, I like Skynyrd
And going out downtown when I'm with her
Like driving too fast down a four-lane road
But damn sure nowhere close to the way that


I love my country, I love my country
Six strings and fiddles, whiskey from Kentucky
We keep it funky, we like how it sounds
Monday to Sunday, yeah, I love my country
Up loud and proud, rollin' into town
Hanging out the window like a Bluetick hound
Ain't sorry, ain't nothin' to be sorry about
I love my country, I love my country up loud (Yeah, baby, ooh)
I love my country up loud, yeah, way up loud


That's a country ass lyric right there, boy
Haha, yee-yee"
55.5,hot girl bummer,['blackbear'],"['pop', 'pop rap']","
Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum


This that hot girl bummer anthem
Turn it up and throw a tantrum
This that throw up in your Birkin bag
Hook up with someone random
This that social awkward suicide
That buy your lips and buy your likes
I swear she had a man
But shit hit different when it's Thursday night


That college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that 10K on the table
Just so we can be secluded
And the vodka came diluted
One more line, I'm superhuman


Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum


This that hot girl bummer two-step
They can't box me in, I'm too left
This that drip, it's more like oceans
They can't fit me in a Trojan
Out of pocket, but I'm always in my bag
Yeah, that's the slogan
This that, ""Who's all there?""
I'm pullin' up wit' a emo chick that's broken


This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that 10K on the table
Just so we can be secluded
And the vodka came diluted
One more line, I'm superhuman


Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum


This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
We go stupid, we go stupid, we go—
And you want me to change? Fuck you!


Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum"
56.5,After A Few,['Travis Denning'],"['contemporary country', 'country pop']","
I probably shouldn't have said hello
When I saw you out with your friends
I know I should've left it alone
When I caught you looking


A little smile, a little how you been
A little touch, a little reminisce
It always starts off innocent


But after a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh, after a few


We always take it way too far
Where it's too much to resist
We always make it way too hard
To walk away after that third kiss


We pretend that we'll be fine
Through the sting of the morning light
'Cause it happens every time


After a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh yeah, after a few


Little smile, little how you been
Little touch, little reminisce
We both know how it ends


After a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh, after a few"
