songName,artistName,lyrics
I Never Mention your Name,"['Fapy Lafertin Quintet', 'Tim Kliphuis']","So many things that I think of so much
But there is one memory my lips never touch

I never mention your name, oh no
I never dream of your eyes
I never go where we used to go
To hear the echo of your sighs

I never mention your name, oh no
I never ache for your kiss
I never turn all the lights down low
To let the shadows reminisce

I never wait by the fire
Expecting you to call by ten
I never feel the slightest desire
To hold you when it's night again

I never mention your name, oh no
I never know you're away
Except for every minute of every hour
Of every night and day

(Instrumental Break)

I never wait by the fire
Expecting you to call by ten
I never feel the slightest desire
To hold you when it's night again

I never mention your name, oh no
I never know you're away
Except for every minute of every hour
Of every night and day"
The Fuddy Duddy Watchmaker,"['Kay Kyser & His Orch., vocals Julie Conway']","I broke my watch the other night
I broke my watch ‘cause I wound it too tight
I broke my watch ‘round quarter past nine
So I took it ‘round the corner to a friend of mine

I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store

I don’t know how he shook it, but he shook it
I don’t know how he shook it, but he shook it
I don’t know how he shook it, but he shook it
He’s got it on the beam, steadier than ever before

Look at the old man go!
He’s a hundred and three and that’s no lie
Look at the old man go!
When he raises that glass up to his eye

I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store

He fixed my watch, he fixed it quick
Mighty soon he was making it tick
He made it tick with a beautiful beat:
It ticks a wham, a ree-bop, a tick tock

I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
The fuddy duddy fuddy duddy at the jewelry store

Don’t know how he does it, don’t know how he does it
Don’t know, don’t know
The fuddy duddy fuddy duddy at the jewelry store

Look at the old man go!
He’s a hundred and three and maybe more
I don’t know how he does it, but he does it
I don’t know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store"
"Wait For Me, Mary",['Dick Haymes'],"There's a small town lying by the river
Have way to nowhere
Where the trains just stop to take on water
But my girl, she lives there.
She don't have jewels, she ain't got money
But she makes my whole world sunny
Where's no make up on her face
But where she is, well, that's my place
And I'm going home to my girl.
Wait for me Mary-Anne
Please, stay free Mary-Anne
I'm coming home, girl, just as soon as I can
(My my my Mary-Anne)
Wait for me Mary-Anne
You will see Mary-Anne
That I was born to be your true lovin' man
(My my my Mary-Anne)
In the city life gets often lonely
For a bore making gird
And it's hard to keep your sense of values
And to do things you should
Girls come easy, try to make you
Just as soon they'll try to break you
When the city dulls my eyes
Then I'll remember summer skies
And dream of the grace I belong
Wait for me Mary-Anne
Please, stay free Mary-Anne
I'm coming home, girl, just as soon as I can
(My my my Mary-Anne)
Wait for me Mary-Anne
You will see Mary-Anne
That I was born to be your true lovin' man
(My my my Mary-Anne)"
Moonlight Mood,['Frank Sinatra'],"Moonlight mood when twilight is ending
You're in my moonlight mood and our hearts are blending
There comes the same old glow that we used to know long ago
You appear in a ribbon of moonlight

There you are, as lovely as ever
You vow by every star to love me forever
Although you're far away, we meet in my solitude
You are mine when I'm in my moonlight mood

There you are, as lovely as ever
You vow by every star to love me forever
Although you're far away, we meet in my solitude
You are mine when I'm in my moonlight mood"
If You Please - Single Version,['Bing Crosby'],"Did I see moonlight and magnolia trees?
Smile again, my darling, if you please
Did I hear music on a warm spring breeze?
Speak again, my darling, if you please
Did I feel cool September rain just then?
If you please, touch my cheek with your hand again
When you are near me I can dream with ease
And I'm yours, my darling, if you please"
Four Or Five Times,['Sidney Bechet'],"Just four five times
(Four five times)
Baby, four five times
(Four five times)
Maybe tonight
Done things right
Four five times
(Four five times)
Maybe I'll try
(Maybe I'll try)
Maybe I'll die
(Maybe I'll die)
If I die, I'm gonna try
Just four five times
Oh, four five times
Yoo, noo, loo, hoo, ooh
(Yoo, noo, loo, hoo, ooh)
Yeah, da hee, hey, da hoon
(Yeah, da hee, hey, da hoon)
Haa da, haa da, hoo di
(Haa da, haa da, hoo di)
Hoo di, ho di, hee di
(Hoo di, ho di, hee di)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
Lo, lo, lo, lo, leeoo
(Lo, lo, lo, lo, leeoo)
Haa da, haa da, hey, hi, ho
(Haa da, haa da, hey, hi, ho)
Four five times
Oh, four five times
Four five times
(Four five times)
Four five times
(Four five times)
Haa di, haa di, haa di
(Haa di, haa di, haa di)
How di, how di, how di
(How di, how di, how di)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
How di, how di, hee di
(How di, how di, hee di)
Lee di, bee di, wee ni
(Lee di, bee di, wee ni)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
Oon, boo, yeah
(Oon, boo, yeah)
Boo, oon, ma, haa
(Boo, oon, ma, haa)
Boon, yeah, oon, yoo, pu
(Boon, yeah, oon, yoo, pu)
Yup, yup, yup, yeah
(Yup, yup, yup, yeah)
Hoo, hoo, hoo, hoo
(Hoo, hoo, hoo, hoo)
Haaba, hoon, haaba, hoon
(Haaba, hoon, haaba, hoon)
Aahdigoloohoo le hoon
(Aahdigoloohoo le hoon)
Four five times
Oh, four five times"
Constantly - Single Version,['Bing Crosby'],"There I was,
What a sad affair I was,
My heart was hitched to a dream
There I stood never knowing where I stood
Day by day trying some new scheme
Constantly I looked for you,
No day or two but constantly
Constantly I wished you near
And now you're here so close to me
And it isn't magic, and you do exist,
For after all, I know when I've been kissed;
And you were meant to be my heart's delight,
Not just tonight but constantly."
All of Me,['John Legend'],"What would I do without your smart mouth
Drawing me in and you kicking me out?
Got my head spinning, no kidding
I can't pin you down

What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

My head's underwater
But I'm breathing fine
You're crazy and I'm outta my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll gives my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh

How many times do I have to tell you
Even when you're crying, you're beautiful too?
The world is beating you down
I'm around through every mood

You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing
This ringing in my head for you

My head's underwater
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all, all of you

Cards on the table
We're both showing hearts
Risking it all though it's hard

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh
I give you all of me, yeah
And you give me all of you, oh"
I Get The Neck Of The Chicken,['Bob Dorough'],"(There's always one in every fam'ly
And nobody loves him one bit
There's always one in every fam'ly)
And confidentially, I'm it
I get the neck of the chicken
I get the rumble seat ride
I get the leaky umbrella
Everyone shoves me aside
When I jump in my shower each morn'
Sure as fate, I'm too late,
All the hot water is gone
I get the neck of the chicken
I get that burnt piece of toast
I get that seat in the movies
Smacko! in back of the post
That's why I can't get over this dream that came true
If I get the neck of the chicken
How did I ever get you?
I get the neck of the chicken
That's how they give me the bird
And in the family snapshot
Mine is the face that's all blurred
When morning paper comes to the door
Sure as fate, I'm too late
And they're mine long about four
I get the neck of the chicken
I get the plate with the crack
I get those evenings with Granma
Everyone else can relax
That's why I can't get over this fine howdy-do
If I get the neck of the chicken
How did I ever get you?"
Comin' in on a Wing and a Prayer,['The D-Day Darlings'],"Comin' in on a wing and a prayer
Comin' in on a wing and a prayer
With our one motor gone
We can still carry on
Comin' in on a wing and a prayer
What a show, what a fight
Boys, we really hit our target for tonight
How we sing as we limp through the air
Look below, there's our field over there
With our one motor gone
We can still carry on
Comin' in on a wing and a prayer
Comin' in on a wing and a prayer
Comin' in on a wing and a prayer
With our full crew on board
And our trust in the Lord
We're comin' in on a wing and a prayer"
There's A Star Spangled Banner,['Ray Stevens'],"There's a star spangled banner waving somewhere
in a distant land so many miles away
Only Uncle sam's great hero's get to go there
where I wish that I could live someday.
I see Lincoln, Custer, Washington and Perry,
Nathan Hale and Collin Kelly too,
There's a star spangled banner waving somewhere
Waving ov'er the land of hero's brave and true.
in this war with it's mad schemes and distructions,
of our counrty fair and our sweet liberty
by the mad dictators, leaders of corruption,
can't the U.S. use a Mountain boy like me.
God gave me the right to be a free American,
for that precious right I'd gladly die,
there's a star spangled banner waving somewhere
that is where I want to live when I die.
Though I realize I'm crippled, that is true sir,
Please don't judge my courage by my twisted leg,
let me show my Uncle Sam what I can do, sir,
let me help to bring the Axis down a peg.
if I do some great deed, I will be a hero,
and a hero brave is what I want to be,
There's a star spangled banner waving somewhere,
In that heaven there should be a place for me."
"Get On Board, Little Chillun","['Ella Mae Morse', 'Freddie Slack And His Orchestra']","Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
I hear the train a comin'
I hear it close at hand
I hear those car wheels rumblin'
And rollin' through the land
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
I hear the train a-coming
She's coming round the curve
She's loosened all her steam and brakes
Straining every nerve
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
The fare is cheap
And all can go
The rich and poor are there
No second class aboard the train
No difference in the fare
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
There's room for many-a-more"
Anything You Can Do,"['Ethel Merman', 'Ray Middleton']","And now little lady, if you'll kindly step up to the parapet
I'll give you a lesson in marksmanship
You couldn't give me a lesson in long distance spittin'

Anything you can do, I can do better
I can do any thing better than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can, yes I can

Anything you can be I can be greater
Sooner or later, I'm greater than you

No, you're not, yes I am
No, you're not, yes I am
No, you're not, yes I am, yes I am

I can shoot a partridge with a single cartridge
I can get a sparrow with a bow and arrow
I can live on bread and cheese
And only on that? Yes, so can a rat

Any note you can reach, I can go higher
I can sing anything higher than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can

Anything you can buy, I can buy cheaper
I can buy anything cheaper than you

Fifty cents, forty cents
Thirty cents, twenty cents
No, you can't, yes, I can, yes I can

Anything you can say I can say softer
I can say anything softer than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can, yes, I can

I can drink my liquor faster than a flicker
I can do it quicker and get even sicker
I can open any safe
Without bein' caught? Sure
That's what I thought, you crook

Any note you can hold I can hold longer
I can hold any note longer than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
Yes, you can

Anything you can wear I can wear better
In what you wear I'd look better than you

In my coat? In your vest
In my shoes? In your hat
No, you can't, yes, I can, yes, I can

Anything you say I can say faster
I can say anything faster than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can

I can jump a hurdle, I can wear a girdle
I can knit a sweater, I can fill it better
I can do most anything, Can you bake a pie? No
Neither can I

Anything you can sing I can sing sweeter
I can sing anything sweeter than you

No, you can't, yes, I can
No, you can't, oh yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, can't, can't
Yes, I can, can, can
Yes, I can
No, you can't"
There's No Business Like Show Business,"['Irving Berlin', 'Ethel Merman']","There's no business like show business like no business I know
Everything about it is appealing, everything that traffic will allow
Nowhere could you get that happy feeling when you are stealing that extra bow
There's no people like show people, they smile when they are low
Even with a turkey that you know will fold, you may be stranded out in the cold
Still you wouldn't change it for a sack of gold, let's go on with the show
The butcher, the baker, the grocer, the clerk
Are secretly unhappy men because
The butcher, the baker, the grocer, the clerk
Get paid for what they do but no applause.
They'd gladly bid their dreary jobs goodbye for anything theatrical and why?
There's no business like show business and I tell you it's so
Traveling through the country is so thrilling, standing out in front on opening nights
Smiling as you watch the theater filling, and there's your billing out there in lights
There's no people like show people, they smile when they are low
Angels come from everywhere with lots of jack, and when you lose it, there's no attack
Where could you get money that you don't give back? Let's go on with the show
You get word before the show has started that your favorite uncle died at dawn
Top of that, your pa and ma have parted, you're broken-hearted, but you go on
Yesterday they told you you would not go far, that night you open and there you are
Next day on your dressing room they've hung a star, let's go on with the show!!"
Doin' What Comes Naturally,['Ethel Merman'],"Folks are dumb,
Where I come from,
They ain't had any learnin'
Still, they're happy as can be,
Doin' what comes naturally.
Folks like us,
Could never fuss,
With schools and books and learnin',
Still we've gone from A to Z,
Doin' what comes naturally.
You don't have to know,
How to read or write,
When you're out with a feller,
In the pale moonligt,
You don't have to look,
At a book to find,
What he thinks of the moon,
And what is on his mind,
That comes naturally.
My uncle out in Texas,
Can't even write his name,
He signs his checks with ""X's"",
But they cash 'em just the same.
If you saw my Paw and Maw,
You'd know they had no learnin',
Still they raised a family,
Doin' what comes naturally,
Doin' what comes naturally!"
I Lost My Sugar In Salt Lake City,"['Johnny Mercer', 'Freddie Slack And His Orchestra']","I lost my sugar in Salt Lake City
Oh, why did I go there
I should have stayed down in New Orleans
And never gone nowhere
A girl with sweet talk from Kansas City
Her words were sweet like wine
She bought him diamonds and limousines
She stole that man o' mine
When night comes a-creepin'
For me there's no sleeping
What she sews, she'll be reapin'
'Cause she done me wrong
I cried my heart out in Salt Lake City
The day I heard the news
He left me deep in my solitude
With a Salt Lake City blues
With a Salt Lake City blues"
Goodbye Sue - Remastered,['Perry Como'],"Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
She was a top class, top act crazy kind of girl
A top cat on a tin roof kind of girl
We took a hot rod ride now straight into the sun
We burnt our feathers, hoppin' an' boppin' an' havin' fun
But all we get is growing old
And things are way beyond control
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
Ey ey, yaha
For rock 'n' roll
Ey ey, yaha
She gave me good love, hot love everyday
But be-bop-a-lula skinny Minny got in the way
She like to stay at home and gaze upon the stars
But I had to get out and reached for my guitar
'Cause all we get is growing old
And things are way beyond cotrol
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
There is no one to blame, I love you still the same
There is no reason baby, oh, oh, oh, oh
I feel it in my heart, I feel it in my soul
Oh, oh, oh, oh
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
(For rock 'n' roll) Oh, oh, oh, oh
Goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
So goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
Ey ey, yaha
For rock 'n' roll
Ey ey, yaha"
Stormy Weather,['Etta James'],"Don't know why
There's no sun up in the sky
Stormy weather
Since my man and I ain't together
Keeps raining all of the time

Oh yeah
Life is bare
Gloom and misery everywhere
Stormy weather, stormy weather
And I just can't get my poor self together
Oh I'm weary all of the time
The time, so weary all of the time

When he went away
The blues walked in and met me
Oh yeah if he stays away
Old rocking chair's gonna get me
All I do is pray
The Lord will let me
Walk in the sun once more

Oh I can't go on, can't go on, can't go on
Everything I have is gone
Stormy weather, stormy weather
Since my man and I, me and my daddy ain't together
Keeps raining all of the time
Oh, oh, keeps raining all of the time
Oh yeah, yeah, yeah raining all of the time 
Stormy stormy
Stormy weather
Yeah"
Sentimental Lady,['Bob Welch'],"You are here and warm
But I could look away and you'd be gone
'Cause we live in a time
When meaning falls in splinters from our lives
And that's why I've traveled far
'Cause I come so together where you are

Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one

Ooh, sentimental lady

Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)

All of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very (All I need is you)

All of the things that I said that I wanted
Come rushing by in my head when I'm with you"
I Can't Stand Losing You,['The Ink Spots'],"I called you so many times today
And I guess it's all true what your girlfriends say
That you don't ever want to see me again
And your brother's gonna kill me and he's six feet ten
I guess you'd call it cowardice
But I'm not prepared to go on like this
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing you
I can't stand losing you
I can't stand losing you
I can't stand losing you
I see you've sent my letters back
And my L.P. records and they're all scratched
I can't see the point in another day
When nobody listens to a word I say
You can call it lack of confidence
But to carry on living doesn't make no sense
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I guess this is our last goodbye
And you don't care, so I won't cry
And you'll be sorry when I'm dead
When all this guilt will be on your head
I guess you'd call it suicide
But I'm too full, to swallow my pride
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't, I can't stand losing you"
Flying Home,"['Lionel Hampton', 'Illinois Jacquet']","The angel's called you
To leave this land
My work is finished
My work is finished
The angel's command
I'll come to join you
Reach out your hand
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
The angel's called me
To shut the door
We're almost touching
Almost touching
Just one minute more
I'll hear you call me
Just like before
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
Carry me on
Speak my name
And I'll rise into the sky
Carry me on
And I'll taste the heavens
Carry me on
And my shame and my fear
Will pass me by
I'm rising, rising
Say the words
And I'll lift into the air
Carry me on
And I'll stay forever
I'm ready Father
Take my hand
I'm ready Father
To fly, to fly
Fly
I'm flying home
Straight into your arms
I'm flying home,
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
I'm flying, how high I'm flying, home
Straight into your arms
I'm flying how
Carry me on
Carry me on
And I'm flying home"
Five Guys Named Moe,"['Kevin Ramsey', 'Five Guys Named Moe Ensemble']","The angel's called you
To leave this land
My work is finished
My work is finished
The angel's command
I'll come to join you
Reach out your hand
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
The angel's called me
To shut the door
We're almost touching
Almost touching
Just one minute more
I'll hear you call me
Just like before
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
Carry me on
Speak my name
And I'll rise into the sky
Carry me on
And I'll taste the heavens
Carry me on
And my shame and my fear
Will pass me by
I'm rising, rising
Say the words
And I'll lift into the air
Carry me on
And I'll stay forever
I'm ready Father
Take my hand
I'm ready Father
To fly, to fly
Fly
I'm flying home
Straight into your arms
I'm flying home,
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
I'm flying, how high I'm flying, home
Straight into your arms
I'm flying how
Carry me on
Carry me on
And I'm flying home"
Rum And Coca-Cola,"['The Andrews Sisters', 'Vic Schoen & His Orchestra']","If you ever go down Trinidad
They make you feel so very glad
Calypso sing and make up rhyme
Guarantee you one real good fine time

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Oh, beat it man, beat it

If the Yankee come to Trinidad
They got the young girls all goin' mad
Young girls say they treat 'em nice
Make Trinidad like paradise

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Oh, you vex me, you vex me

Chicachicaree to Mona's Isle
Native girls all dance and smile
Help soldier celebrate his leave
Makes everyday like New Year's Eve

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

It's a fact, man, it's a fact

In old Trinidad, I also fear
The situation is mighty queer
Like the Yankee girls, the native swoon
When she hear der Bingo croon

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Out on Manzanella Beach
G.I. romance with native peach
All night long, make tropic love
The next day, sit in hot sun and cool off

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

It's a fact, man, it's a fact

Rum and Coca-Cola
Rum and Coca-Cola
Workin' for the Yankee dollar"
Ac-Cent-Tchu-Ate The Positive - Single Version,"['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']","Gather 'round me, everybody
Gather 'round me while I'm preachin'
Feel a sermon comin' on me
The topic will be sin and that's what I'm ag'in'
If you want to hear my story
The settle back and just sit tight
While I start reviewin'
The attitude of doin' right
You've got to accentuate the positive
Eliminate the negative
And latch on to the affirmative
Don't mess with Mister In-Between
You've got to spread joy up to the maximum
Bring gloom down to the minimum
Have faith or pandemonium's
Liable to walk upon the scene
To illustrate my last remark
Jonah in the whale, Noah in the ark
What did they do just when everything looked so dark?
(Man, they said ""We'd better accentuate the positive"")
(""Eliminate the negative"")
(""And latch on to the affirmative"")
Don't mess with Mister In-Between (No!)
Don't mess with Mister In-Between
(Ya got to spread joy up to the maximum)
(Bring gloom down to the minimum)
(Have faith or pandemonium's)
(Liable to walk upon the scene)
You got to ac (yes, yes) -cent-tchu-ate the positive
Eliminate (yes, yes) the negative
And latch (yes, yes) on to the affirmative
Don't mess with Mister In-Between
No, don't mess with Mister In-Between"
There! I've Said It Again,['Bobby Vinton'],"I love you, there's nothing to hide
It's better than burning inside
I love you, no use to pretend
There! I've said it again

I've said it, what more can I say?
Believe me, there's no other way
I love you, I will to the end
There! I've said it again

I try to drum up
A phrase that will sum up
All that I feel for you
But what good are phrases?
The thought that amazes
Is that you love me and it's heavenly

Forgive me for wanting you so
But one thing I want you to know
I've loved you since heaven knows when
There! I've said it again 

Forgive me for wanting you so
But one thing I want you to know
I've loved you since heaven knows when
There! I've said it again"
"Doctor, Lawyer, Indian Chief - From ""The Stork Club"" Soundtrack",['Betty Hutton'],"There's a doctor livin' in your town
There's a lawyer and an Indian, too
And neither doctor, lawyer nor Injun chief
Could love you any more than I do
There's a barrel of fish in the ocean
There's a lot of little birds in the blue
And 'Neither fish nor fowl"" says the wise old owl
Could love you any more than I do
No! No! No! it couldn't be true
That anyone else could love you like I do
I'm gonna warn all the *dead-eyed dicks*
That you're the chick with the slickest tricks
And every tick of my ticker ticks for you, follow through
Tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Injun chief and his tommy-hawk
Back to little Rain-In-the-Face
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
And, confidentially, I confess
I sent a note to the local press
That I'll be changin' my home address for you, follow through
Tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Injun chief and his tommy-hawk
Back to little Rain-In-the-Face
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
No! No! No! it couldn't be true
That anyone else could love you like I do
I'm gonna send a hot *communeek*
To warn the boys down at Cripple Creek
That every dimple on your dimpled cheek is mine, so to speak
Tell the (doc!) to stick to his practice
Tell the (lawyer!) to settle his case
Send the (Injun chief!) and his tommy-hawk
Back to little Rain-In-the-Face (woo-woo-woo, woo-woo-woo)
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
(Like I do)
Like I do"
"On The Atchison, Topeka And The Santa Fe","['Judy Garland', 'The Merry Macs']","What a lovely trip,
I'm feeling so fresh an alive,
And I'm so glad to arrive,
It's all so grand.
It's easy to see,
You don't need a palace,
To feel like Alice,
In wonderland.

Back in Ohio,
Where I come from,
I've done a lot of dreamin' an I've traveled some,
But I never thought I'd see the day,
When I ever took a ride on The Santa Fe.
(Wanna take a ride on The Santa Fe).

I would lean across my window sill,
And hear the whistle echoin across the hill,
Then I'd watch the lights, till they fade away,
On the Atchison, Topeka, and The Santa Fe.

What a thrill,
(What a great big wonderful thrill).
With the wheels a singin' westward ho,
Right from the day I heard them start.
Cross the Kansas plains from New Mexico,
I guess I've got a little gypsy in my heart.

When I'm old and gray and settled down,
If I ever get a chance to sneak away from town,
Then I'll spend my busmen's holiday,
On The Atchison, Topeka, and The Santa Fe.

(All aboard)!
All aboard!
(We came across the country, lickedy spilt).
I can't believe I'm here at last.
I can't believe that anything could go so fast.
Then you pull that throttle whistle blows,
A huffin and a puffin and a way she goes.
All aboard for Calaforn-i-a.
On The Atchison,
On The Atchison, Topeka,
On The Atchison, Topeka, and,
On The Atchison, Topeka, and The Santa Fe."
I'm Beginning To See The Light,"['Ella Fitzgerald', 'Duke Ellington']","I never cared much for moonlit skies
I never wink back at fireflies
But now that the stars are in your eyes
I'm beginning to see the light
I never went in for afterglow
Or candlelight on the mistletoe
But now when you turn the lamp down low
I'm beginning to see the light
Used to ramble through the park
Shadowboxing in the dark
Then you came and caused a spark
That's a four-alarm fire now
I never made love by lantern-shine
I never saw rainbows in my wine
But now that your lips are burning mine
I'm beginning to see the light"
Candy,"['Johnny Mercer', 'Jo Stafford']","Candy, I call my sugar Candy
Because I'm sweet on Candy
And Candy's sweet on me

She understands me
My understanding Candy
And Candy's always handy
When I need sympathy

I wish that there were four of her
So I could love much more of her
She has taken my complete heart
Got a sweet tooth for my sweetheart

Candy, it's gonna be just dandy
The day I take my Candy
And make her mine, all mine

Candy, I call my sugar Candy
Because I'm sweet on Candy
And Candy's sweet on me

You wish that there were four of him
So I could love much more of him
He has taken your complete heart
You got a sweet tooth for your sweetheart

Candy, it's gonna be just dandy
The day I take my Candy
Gee, how the sun will shine
On the day my Candy's mine"
Dream,['The Pied Pipers'],"Dream
When you're feelin' blue
Dream
That's the thing to do
Just watch the smoke rings rise in the air
You'll find your share of memories there
So dream
When the day is through
Dream
And they might come true
Things never are as bad as they seem
So dream, dream, dream"
My Dreams Are Getting Better All the Time (with Les Brown & His Orchestra),"['Doris Day', 'Les Brown & His Orchestra']","Well, what do you know
He smiled at me in my dreams last night
My dreams are getting better all the time

And what do you know
He smiled at me in a different light
My dreams are getting better all the time
 
To think that we were strangers
A couple of nights ago
And though it's a dream, I never dreamed 
He'd ever say hello
 
Oh maybe tonight, I'll hold him tight
When the moonbeams shine
My dreams are getting better all the time
 
Well, what do you know
He smiled at me in my dream last night
My dreams are getting better all the time
 
And what do you know
He looked at me in a different light
My dreams are getting better all the time
 
To think that we were strangers
A couple of nights ago
Though it's a dream, I never dreamed
He'd ever say hello
 
Oh maybe tonight, I'll hold him tight
When the moonbeams shine
My dreams are getting better all the time"
