songName,artistName,lyrics
K-K-K-Katy,['Billy Murray'],"Jimmy was a soldier brave and bold
Katy was a maid with hair of gold
Like an act of fate, Kate was standing at the gate
Watching all the boys file on parade
Kate smiled with a twinkle in her eye
Jim said ""M-m-meet you by-and-by!""
That same night at eight
Jim was at the garden gate
Stuttering this song to K-K-K-Kate

K-K-K-Katy, beautiful Katy
You're the only g-g-g-girl that I adore
When the m-m-m-moon shines
Over the cow shed
I'll be waiting at the k-k-k-kitchen door

K-K-K-Katy, beautiful Katy
You're the only g-g-g-girl that I adore
When the m-m-m-moon shines
Over the cow shed
I'll be waiting at the k-k-k-kitchen door

""No one ever looked so nice and neat!""
""No one could be just as cute and sweet!""
That's what Jimmy thought
When the wedding ring he bought
Now he's off to France the foe to meet
Jimmy thought he'd like to take a chance
See if he could make the Kaiser dance
Stepping to a tune
All about the silv'ry moon
This is what they hear in far off France

K-K-K-Katy, beautiful Katy
You're the only g-g-g-girl that I adore
When the m-m-m-moon shines
Over the cow shed
I'll be waiting at the k-k-k-kitchen door

K-K-K-Katy, beautiful Katy
You're the only g-g-g-girl that I adore
When the m-m-m-moon shines
Over the cow shed
I'll be waiting at the k-k-k-kitchen door"
Just a Girl That Men Forget (Victor 19131) [Recorded 1923],['Henry Burr'],"1. Dear little girl, they call you a Vamp
A flapper with up-to-date ways
You may shine brightly but just like a lamp
You’ll burn out one of these days
Then your old fashioned sister will com into view
With a huband and kiddies, but what abou you?

Chorus:
You’re the kind of a girl that men forget
Just a toy to enjoy for a while
For when men settle down
They get an old fashioned girl
With an old fashioned smile
And you’ll soon realize you’re not so wise
When the years bring you tears of regret
When they play “Here comes the bride”
You’ll stand outside
Just a girl that men forget

2. Wall flower girl, now dry all those tears
For you won’t be left all alone
Some day you’ll find yourself upon a throne
Queen of a sweet little home
And you gay little flapper, you’ll live and you’ll learn
When you’ve gone down the pathway that has no return"
When I Leave the World Behind (Recorded 1915),['Henry Burr'],"I know a millionaire
Who's burdened down with care
A load Is on his mind
He's thinking of the day
When he must pass away
And leave his world behind
I haven't any gold
To leave when I grow old
Somehow its passed by
I'm very poor but still
I leave a precious will
When i must say goodbye
I leave the sunshine to the flowers
I leave the spring time to the trees
And to the old folk I leave a memory
Of a baby upon their knees
I leave the nighttime to the dreamers
I leave the songbird to the blind
I leave the moon above to those in love
when I leave the world behind, when I leave the world behind
I leave the sunshine to the flowers
I leave the springtime to the trees
And to the old folk I leave a memory
Of a baby upon their knees
I leave the nighttime to the dreamers
I leave the songbird to the blind
I leave the moon above to those in love
When I leave the world behind
When I leave the world behind"
There's a Little Blue Star in the Window (WW1 Song) [Victor 18524] [Recorded 1918],['Henry Burr'],"There’s a Little Blue Star in the Window and it Means all the World to Me [Verse] There’s a little blue star in the window, And it means all the world to me
There’s a lad who is true To the Red, White and Blue, And he’s serving his Flag o’er the sea. But it does not reflect golden sunshine, Never gleams in the dead of night
In the brightness of day, As the night wears away, It shines with its own holy light. [Refrain] There are stars in the high heavens shining With a promise of hope in their light. There are stars in the field of Old Glory, The emblem of honor and right. But no star ever shone with more brightness, I know, Than the one for my boy o’er the sea
There’s a little blue star in the window, And it means all the world to me. [Verse] When the sun sinks to rest in the evening And the stars in the dark’ning sky Shine with soft, tender light, Till the heavens are bright, Then a glorious sight greets the eye. But the brightest of stars in the heavens Does not shine with the brilliancy As the little one there In the window--my pray'r For my laddie over the sea. [Refrain]"
Indianola,['Charlie Robison'],"My little brother was just ten years old
When we hit bad weather and hid in the hole
We could see Texas was only a mile
And oh, little brother, I remember your smile
At Indianola

My dad built a sawmill of cypreses and stone
It was here on Madena that we made our home
The year 1850 and I sent for my girl
Oh Frauline, come meet me in this brand new world
At Indianola

The war they call civil had barely begun
Me and my cousins decided we'd run
Up through Louisianan to meet up with Grant
But one hundred damn rebels shot us there in the sand
At Indianola

They said up in New York, the stock market fell
And the life they was livin' was shot all to hell
But we ain't seen nothin' no different than dust
Sept the wheels on the wagon all covered with rust
At Indianola

And that scrape with old Hitler was over and done
And I wondered if I could kill kin with my gun
But we sat there in Paris in a little caf√©
And as they toasted Truman, I drifted away
To Indianola

But it's fifty years later and nobody cares
About some old city that ain't even there
Well, my sons moved to Houston
And they work in the Gulf
With seven days on and seven days off

Well I work for the doctor that bought our old ranch
From first quality federal the foreclosures branch
And he calls me hillbilly and he laughs at my hair
But the cancer will get him if anything's fair

And I'll take his ashes and throw from my boat
As they crossed that ocean I'm going to float
To find me another Indianola
Indianola
Indianola"
When Alexander Takes His Ragtime Band to France,['Marion Harris'],"[Verse 1]
What’s that tune I hear? A ringing in my ear
Come on along, come on along, It’s a wonderful idea
It’s Alexander’s band, from down in Dixieland
He’s going “over there” to do his share

[Chorus]
When Alexander takes his ragtime band to France
He’ll capture ev’ry Hun, and take them one by one
Those ragtime tunes will put the Germans in a trance
They’ll throw their guns away, hip hip hooray!
And start right in to dance
They’ll get so excited they’ll come over the top
Two step back to Berlin with a skip and a hop
Old Hindenburg will know he has no chance
When Alexander takes his ragtime band to France

[Verse 2]
There’s no time to lose, they’ll put on dancing shoes
They’ll glide away, and slide away
When they hear those weary blues
The goose step’s on the wane, the two step’s in again
Like they advanced at first, they’ve just reversed

[Chorus]
When Alexander takes his ragtime band to France
He’ll capture ev’ry Hun, and take them one by one
Those ragtime tunes will put the Germans in a trance
They’ll throw their guns away, hip hip hooray!
And start right in to dance
They’ll get so excited they’ll come over the top
Two step back to Berlin with a skip and a hop
Old Hindenburg will know he has no chance
When Alexander takes his ragtime band to France"
Let the Rest of the World Go By,"['Elizabeth Spencer', 'Charles Hart']","With someone like you, a pal good and true
I'd like to leave it all behind and go and find
A place that's known to God alone
Just a spot we could call our own
We'll find perfect peace where joys never cease
Somewhere beneath the stary skies
We'll build a sweet little nest somewhere in the west
And let the rest of the world go by
With someone like you, a pal good and true
I'd like to leave it all behind and go and find
A place that's known to God alone
Just a spot can call our own
And we'll find perfect peace where joys never cease
Out there beneath the stary skies
We'll build a sweet little nest somewhere in the west
And let the rest of the world go by
And let the rest of the world go by"
My Baby Boy,['theAngelcy'],"My baby boy is in the army of disbelief.
My baby boy is in the army of midsummer grief.
Tossing and turning in his bed,
Guessing his own end,
Tossing and turning in his bed,
My baby boy's already dead.
We are a natural disaster,
Shake, mama, shake your head.
We are a natural disaster,
Lost all hope to ever understand
The powers in command here.
Pray for my baby boy.
No bombs to drop and kill them all,
No money paid to charge our souls,
No mind control, no wall,
Just summer, winter, spring and fall.
We are a natural disaster,
Shake, mama, shake your head.
We are a natural disaster,
Lost all hope to ever understand
The powers in command here.
Pray for my baby boy."
Liberty Bell,['The Peerless Quartet'],"No brainwaves or activity
While the craft is in the air
It's getting dark, it's getting light
We are sitting in a chair
We have fastened every belt
We cannot float out of our seats
It's so enormously frightening
When our tail reaches superheat
Another timezone
A change of season
It is turning dark again
We're getting ready for yet
Another orbit around our planet
It is time for the galactic cruise
To come to an end
One last view on the world
And the time we have spend
We are sitting in a chair
Sitting in a chair
Sitting in a chair"
"There's a Long, Long Trail",['Sons of the Pioneers'],"Nights are growing lonely,
Days are very long;
I'm a-growing weary
Only list'ning for your song.
Old remembrances are thronging
Thro' my memory,
Thronging till it seems
The world is full of dreams,
Just to call you back to me.

There's a long, long trail a-winding
Into the land of my dreams,
Where nightingales are singing
And a white moon beams:
There's a long, long night of waiting
Until my dreams all come true;
Till the day when I'll be going down
That long, long trail with you.

All night long I hear you calling,
Calling sweet and low;
Seem to hear your footsteps falling
Ev'ry where I go.
Tho' the road between us stretches
Many a weary mile,
Somehow I forget
That you're not with me yet
When I think I see you smile.

There's a long, long trail a-winding
Into the land of my dreams,
Where nightingales are singing
And a white moon beams:
There's a long, long night of waiting
Until my dreams all come true;
Till the day when I'll be going down
That long, long trail with you."
"Pack Up Your Troubles in Your Old Kit-Bag, and Smile, Smile, Smile",['Nathan Lay'],"Pack up your troubles in your old kit-bag
And smile, smile, smile
While you've a lucifer to light your fag
Smile, boys, that's the style!
What's the use of worrying?
It never was worthwhile
So pack up your troubles in your old kit-bag
And smile, smile, smile

Pack up your troubles in your old kit-bag
And smile, smile, smile
While you've a lucifer to light your fag
Smile, boys, that's the style!
What's the use of worrying?
It never was worthwhile
So pack up your troubles in your old kit-bag
And smile, smile, smile"
On the Road to Home Sweet Home,"['Grand Dominion Jazz Band', 'Bob Jackson', 'Gerry Green', 'Jim Armstrong', 'Bob Pelland', 'Jim Marsh', 'Mike Duffy', 'Mike McCombe']","Somewhere the stars are gleaming, somewhere the Moon shines bright
Somewhere the boys are dreaming and through the weary night
To ev'ry heart that's lonely there comes a vision fair
Just a picture of Home Sweet Home and a loved one waiting there

There's a window light a-burning for someone out there
There's a heart that's ever yearning and a head bowed down in prayer
There's a loving hand to guide him where e're he may roam
Back again to peaceful valley on the road to Home Sweet Home

Somewhere the day is breaking, somewhere the bugle calls
Somewhere a heart is aching, somewhere a teardrop falls
But there's a smile behind it, hope whispers, ""Don't you sigh""
It's a long way to Home Sweet Home, but we'll get there bye and bye

There's a window light a-burning for someone out there
There's a heart that's ever yearning and a head bowed down in prayer
There's a helping hand to guide him where e're he may roam
Back again to peaceful valley on the road to Home Sweet Home"
I'm Always Chasing Rainbows - Hazbin Hotel Version,['Sierra Nelson'],"I'm always chasing rainbows
Watching clouds drifting by
My schemes are just like all my dreams
Ending in the sky
Some fellows look and find the sunshine
I always look and find the rain
Some fellows make a winning sometime
I never even make a gain, believe me
I'm always chasing rainbows
Waiting to find a little bluebird in vain
Some fellows look and find the sunshine
But I always look and find the rain
Some fellows make a winning sometime
I never even make a gain, believe me
I'm always chasing rainbows
Waiting to find a little bluebird in vain"
Danny Boy,['The Irish Tenors'],"O Danny boy, the pipes, the pipes are calling
From glen to glen and down the mountainside
The summer's gone and all the roses dying
It's you, it's you must go and I must bide

But come ye back when summer's in the meadow
Or when the valley's hushed and white with snow
'Tis I'll be here in sunshine or in shadow
O Danny boy, O Danny boy, I love you so

And when you come and all the flowers are dying
If I am dead, as dead I well may be
You'll come and find the place where I am lying
And kneel and say an Ave there for me

And I shall hear, though soft your tread above me
And all my grave shall warmer, sweeter be
For you will bend and tell me that you love me
And I shall sleep in peace until you come to me"
Love's Old Sweet Song,['John McCormack'],"Once in the dear dead days beyond recall.
When on the world the mists began to fall,
Out of the dreams that rose in happy throng
Low to our hearts love sang an old sweet song
And in the dusk where fell the firelight gleam
Softly it wove itself into our dream
Just a song at twilight
When the lights are low,
And the flickering shadows
Softly come and go
Though the heart be weary,
Sad the day and long,
Still to us at twilight comes love's old song
Comes love's old sweet song.
Even today we hear love's song of yore
Deep in our hearts it dwells forever more
Footsteps may falter, weary grows our way
Still we can hear it at the close of day
So till the end when life's dim shadows fall
Love will be found the sweetest song of all.
Just a song at twilight
When the lights are low,
And the flickering shadows
Softly come and go
Though the heart be weary,
Sad the day and long,
Still to us at twilight comes love's old song
Comes love's old sweet song."
Lucky Lindy,['Irving Kaufman'],"From coast to coast, we all can boast and sing a toast to one
Who's made a name
By being game.
He was born with wings as great as any bird that flies
A lucky star
Led him afar!

cho: Lucky Lindy! Up in the sky
Fair or windy, he's flying high.
Peerless, fearless --- knows every cloud
The kind of a son makes a mother feel proud!
Lucky Lindy! Flies all alone
In a little plane all his own,
Lucky Lindy shows them the way
And he's the hero of the day.

Just like a child, he simply smiled while we went wild with fear
That Yankee lad!
The world went mad!
Everywhere we prayed for him to safely cross the sea
And he arrived
In gay Par-ee!"
A Precious Little Thing Called Love,['Irving Kaufman'],"Why does my heart miss a beat
At some footsteps on the street
It's a precious little thing called love

Why am I content alone
When I know someone will phone
It's a precious little thing called love

I see a day in June, a wedding tune
A honeymoon cruise
Friends I know who will throw
Some rice and old shoes

What's the one thing makes me say
Heaven's just across the way
It's a precious little thing called love

(Instrumental Break)

I was on my way to Dr. Cupid
I was all upset, I was in doubt
Suddenly I laughed with glee
There was nothing wrong with me
For I guessed what it was all about

Oh, nunna-nunna, oh, nunna-nunna-nunna
I do, I do, I do-do-do
That precious thing called love

It's so hard to concentrate
I don't even know the date
It's a precious little thing that they call love

I see a day in June, a wedding tune
A honeymoon cruise
Friends that I know who will then throw
Rice and old shoes

What's the one thing makes me say
Heaven's just across the way
It's that precious little thing called love

That's all!"
Masculine Women! Feminine Men!,['Irving Kaufman'],"Hey! Hey! Women are going mad, today!
Hey! Hey! Fellers are just as bad, I'll say!
Go anywhere, just stand and stare,
You'll say they're bugs when you look at the clothes they wear.

Masculine Women, Feminine Men,
which is the rooster which is the hen?
It's hard to tell 'em apart today.
And SAY...
Sister is busy learning to shave,
Brother just loves his permanent wave,
It's hard to tell 'em apart today.
HEY! HEY!
Girls were girls and boys were boys when I was a tot,
Now we don't know who is who or even what’s what.
Knickers and trousers, baggy and wide,
Nobody knows who's walking inside.
Those Masculine Women, Feminine Men

Masculine Women. Feminine Men
which is the rooster which is the hen?
It's hard to tell 'em apart today.
And SAY...
Auntie is smoking, rolling her own,
Uncle is always buying cologne.
It's hard to tell 'em apart today.
HEY! HEY!
You go and give your girl a kiss in the hall,
But instead you find you're kissing her brother Paul.
Mama's got a sweater up to her chin,
Papa's got a girtle holding him in.
Those Masculine Women, Feminine Men

Stop, Look, Listen and you'll agree... with me.
Things are not what they used to be. you'll see.
You say hello to Uncle Joe,
Then look again and you find it's your Aunti Flo.
Masculine Women, Feminine Men
which is the rooster which is the hen?
It's hard to tell 'em apart today.
And SAY...
Wifey is playing billiards and pool,
Hubby is dressing kiddies for school.
It's hard to tell 'em apart today.
HEY! HEY!
Ever since the Prince of Wales in dresses was seen,
What does he intend to be the King or the Queen?
Grandmother buys those tailor-made clothes,
Grandfather tries to smell like a rose.
Those Masculine Women, Feminine Men"
Tonight's My Night With Baby,['Irving Kaufman'],"I looked in my little red book
And I found I had a date
At half past eight
I can't be late!
Look me over
How do I look?
Now tell me
Am I there?
Tell me on the square
Could I make anyone care?
I comb my hair
Brush my hat
I even wash
My dog and cat!
Tonight's my night with baby
The onions that
I like so much
For weeks I haven't
Dared to touch!
Tonight's my night with baby
Now I call sweetie ""baby""
And here's the reason why
Every time we cuddle
It works just like a lullaby!
I hear the parson in the hall
For we'd be there if I should fall!
Tonight's my night with baby
Feels just like I'm walkin' on wheels
I feel that I could fly!
Look in my eye
And you'll see why!
Just had rubber
Put on my heels
I've no time to lose!
Do your duty, shoes!
I'm run 'way from the blues!
If she says ""yes""
Then I'll say ""yes""
If she says ""no""
I'll still say ""yes""!
Tonight's my night with baby
And If she says ""do""
I'll say ""do""
If she says ""don't""
I'll do say ""do"", ha!
Tonight's my night with baby
We'll move to the north pole
I know that we're not wrong
You know, at the north pole
The nights up there are six months long!
I guess she's nice, I hope I'm right
But if I'm wrong I'll know tonight!
Tonight's my night with baby
I got my ma
Got my pa
I put 'em on my motor car!
Tonight's my night with baby
And I said to my driver, ""Jack
Just drive and drive and don't come back!""
'Cause tonight's my night with baby
Say, we've seen every movie
We've seen every play
We gotta have amusement
But we want it in a different way!
I fixed the lights at half past ten
They'll all blow out, oh boy, and then
Tonight's my night with baby!"
No Place Like Home (Columbia 2438) [Recorded 1917],['Bert Williams'],"Pay no attention
to the man behind the curtain
He's a brainless, heartless, coward
with no power
That's just another trick of his
He ain't no wiz
don't fear his fire
Jump in my balloon,
I'll take you higher
Take you somewhere over the rainbow
Get your ticket to the show
Heels click, and here we go
Cuz you already know
There's no place like (home)
Uh
There's no place like (home)
There's no place like (home)
There's no place like
(We're straight outta Oz)
There's no place like home
It's where the heart is
Some brainiacs will tell you
home is where your house and car is
But if you're brave enough
to love the ones you hate the hardest
You might find (home)
You might find (home)
Cause sometimes
home is where your deepest scar is
Society will try to cast you
where they think your part is
Give awards and accolades
to what they think a star is
But go find your (home)
Go find your (home)
Pay no attention
to the lies they try to feed you
It's a wicked, twisted fable
He's not stable
It's just another box of tricks
a crock of shit and good dreams
go wasted
Hoping for the fame
don't let him taste it
He's been stealing dreams
nine to five, Monday to Friday
I'mma tell the story my way
cause the only way home
Ain't on this yellow brick highway
There's no place like (home)
There's no place like (home)
There's no place like (home)
There's no place like
(We're straight outta Oz)
There's not place like
If you're lost out there
in the night
Wishing on stars
wonder who you are
Just know that
you're never alone
And there's no
place like home
And we gon' fight
and we gon' cry
And I'm gon' fight
for you until I die
Right there is like
where you belong
And there's no place
like home
Pay no attention
to the man who tried to change you
He's a dark familiar stranger
But that's the danger
The storm is strong
But it won't be long
And no matter where you roam
There's no place like (home)"
Everything Is Peaches Down in Georgia,['Bob Schulz'],"Everything is peaches down in Georgia
Lyrictext	
Down in Georgia there are peaches
Waiting for you yes and each is
Sweet as any peach that you could reach for a tree
Southern beauties they are famous
Georgia's where they grow
My folks write me, they invite me
Don't you want to go?

Everything is peaches down in Georgia
What a peach of a clime
For a peach of a time
Believe me, paradise is waiting down there for you
I've got a peach of a pa, peach of a ma
Oh, what a peach of a couple they are
There's a preacher preaches down in Georgia
Always ready to say
Will you love and obey
I bet you'll pich yourself a peach of a wife
Settle down to a peach of a life
Everything is peaches down in Georgia

All of Giorgia's full of peaches
They're all georgeous, each one reaches
Right into your heart and makes you part of Georgia too
Clingstone peaches cling right to you

Peaches haunt your dream
Think of getting always getting
Peaches in your cream

Everything is peaches down in Georgia
What a peach of a clime
For a peach of a time
Believe me, paradise is waiting down there for you
I've got a peach of a pa, peach of a ma
Oh, what a peach of a couple they are
There's a preacher preaches down in Georgia
Always ready to say
Will you love and obey
I bet you'll pich yourself a peach of a wife
Settle down to a peach of a life
Everything is peaches down in Georgia"
I'd Like to Be a Monkey in the Zoo (Victor 45149) [Recorded 1917],['Francis White'],"i'm chained to the wall
i'm nothing at all
and my eyes look into the sunset thinking of better things to do
like a monkey in a zoo
the days go so slow
i don't have no friends
except all these people who want me to do tricks for them
like a monkey in a zoo
and it could happen to you
you could be in my place
no it wasn't always like this
oh but i never saw it coming
i'm so alone
but this is my home
and the bars that surround me keep me from knowing any better
like a monkey in a zoo
throw me a peanut
laugh and make jokes
but i've had enough peanuts and i'm ready to croak
like a monkey in a zoo
you come to look at me
you seem so amused
but things would look different
if you were in my shoes
i know it's my fault
but i want out
and when i cry out nobody seems to understand
like a monkey in a zoo
you say i'm cute
you don't know how much that hurts
you don't know how it feels to live in your own dirt
like a monkey in a zoo
and it could happen to you
you could be in my place
don't let yourself slip
don't keep egg on your face
i used to be happy
i can't remember those days
but i sold my freedom for free room and board
like a monkey in a zoo"
"We Don't Want the Bacon, All We Want Is a Piece of the Rhine (Recorded 1918)",['The Peerless Quartet'],"If you've read your history then
You're bound to know;
That we have always held our own
With any foe;
We've always brought the bacon home
No matter what they've done,
But we don't want the bacon now;
We're out to get the hun!
We don't want the bacon,
We don't want the bacon,
What we want is a piece of the Rhine.
We'll hit Bill Kaiser on the head
And make him wiser,
We'll have a wonderful time!
Old Wilhelm Der Gross,
Will shout ""Vas is los?""
When we hit that hindenburg line,
We don't want the bacon,
We don't want the bacon,
What we want is a piece of the Rhine!
When first this war began,
They said we'd had no chance;
They couldn't figure how
We'd get out into France,
But they will soon discover
Uncle Sam is out to win;
We've got the Fritzies on the run,
We're headed for Berlin!
We don't want the bacon,
We don't want the bacon,
What we want is a piece of the Rhine!
We'll hit Bill Kaiser on the head
And make him wiser,
We'll have a wonderful time!
Old Wihelm Der Grosse,
Will shout ""Vas is Los?""
When we hit that Hindenburg line,
We don't want the bacon,
We don't want the bacon,
What we want is a piece of the Rhine!
Old Wilhelm Der Grosse,
Will shout ""Vas is los?""
When we hit that Hindenburg line,
We don't want the bacon,
We don't want the bacon,
What we want is a piece of the Rhine!"
A Little Bit of Sunshine,['Lone Man Extraordinary'],"Washed streets feel the sun beat down upon you
I can see as the wind catch your hair your face smiles
And I know deep inside that you're wondering why you're hurting
Try not to hide cause I know we'll make it through Cause what we have is gonna last
A little bit of sunshine, a little bit of rain
We're gonna make it through this
Yeah we can start again
It's a little bit of sunshine, a little bit of rain
We're gonna make it through this
Yeah we can start again
And I know it's hard for you now
Yeah I feel the same but I'm holding on some how
Stand by me and I will stand by you
And the love that we have will help me make it through
C'est la vie mon ami
It's a little bit of sunshine, A little bit of rain
We're gonna make it through this
Yeah we can start again
It's little bit of sunshine,
A little bit of rain
We're gonna make it through this
Yeah we can start again
But it's true gotta want it gotta need it so bad
Can't let it slip out of our hands
Gotta hold on tight make it right
Gotta carry on stayin' strong
In my heart I can't believe
That you or I would leave
Yeah I'm holding tight, holding tight
Holding on to you,
My little bit of sunshine
My little bit rain coming
We're gonna make it through this
Yeah we can start again
It's a little bit of sunshine, A little bit of rain
We're gonna make it through this
Yeah we can start again
my little bit of sunshine
My little bit rain coming
We're gonna make it through this
Yeah we can start again"
Melody Lane,['Uncle Acid & The Deadbeats'],"I'll take a walk behind Melody Lane
I'll follow her as she turns through the rain
They say she's good but I can't feel the same
I want her
I saw her dance when she first hit the scene
Creep joint romancing with amphetamines
But tramps like me stay in shadows unseen
I went her
I'm not her kind of lover
My mind will not recover
I just want my time with her
MELODY LANE
I'm not the kind to kill her
I just want drugs to thrill her
We'll spend the night together
MELODY LANE
Her face lit up under yellow street light
With eyes of fear as she caught me in sight
I won't hurt her, but she knows that I might
I WANT HER
She pulled a knife as she lunged in the dark
Cut up my arm like a bloody remark
The curtains twitched and the hound dogs did bark
She left me for dead
I'm not her kind of lover
My mind will not recover
I just want my time with her
MELODY LANE
I'm not the kind to kill her
I just want drugs to thrill her
We'll spend the night together
MELODY LANE
I staggered on my way home
Past leering eyes and taunting voices
As blood dripped from my flesh wound
I knew my thoughts would scream in terror
Forever and ever ...
Too bad she's gone, Melody Lane"
Keep the Home Fires Burning,['John McCormack'],"They were summoned from the hillside
They were called in from the glen,
And the country found them ready
At the stirring call for men.
Let no tears add to their hardships
As the soldiers pass along,
And although your heart is breaking
Make it sing this cheery song
Keep the Home Fires Burning,
While your hearts are yearning,
Though your lads are far away
They dream of home.
There's a silver lining
Through the dark clouds shining,
Turn the dark cloud inside out
'Til the boys come home.
Overseas there came a pleading,
""Help a nation in distress.""
And we gave our glorious laddies
Honour bade us do no less,
For no gallant son of freedom
To a tyrant's yoke should bend,
And a noble heart must answer
To the sacred call of ""Friend.""
Keep the Home Fires Burning,
While your hearts are yearning,
Though your lads are far away
They dream of home.
There's a silver lining
Through the dark clouds shining,
Turn the dark cloud inside out
'Til the boys come home."
Yes Sir! That's My Baby,['Irving Kaufman'],"Who's that coming down the street?
Who's that looking so petite?
Who's that coming down to meet me here?
Who's that you know who I mean,
Sweetest ""who"" you've ever seen,
I could tell him miles away from here.
Yes sir, that's my baby
No sir, I don't mean maybe
Yes sir, that's my baby now
Yes, ma'am, we've decided
No ma'am, we won't hide it
Yes, ma'am, you're invited now
Oh by the way, oh by the way
When we reach the preacher I'll say (with feeling!)
Yes sir, that's my baby
No sir, I don't mean maybe
Yes sir, that's my baby now!"
I'm Always Chasing Rainbows,['Charles Harrison'],"I'm always chasing rainbows
Watching clouds drifting by
My schemes are just like all my dreams
Ending in the sky
Some fellows look and find the sunshine
I always look and find the rain
Some fellows make a winning sometime
I never even make a gain, believe me
I'm always chasing rainbows
Waiting to find a little bluebird in vain
Some fellows look and find the sunshine
But I always look and find the rain
Some fellows make a winning sometime
I never even make a gain, believe me
I'm always chasing rainbows
Waiting to find a little bluebird in vain"
Livery Stable Blues,['Original Dixieland Jazz Band'],"Listen to your heart,
Listen to the clock,
Listen to the train.
A heart's got rhythm,
A clock's got rhythm,
A train's got rhythm.
You gotta have rhythm
to clap your hands,
You gotta have rhythm
to tap your feet,
You gotta have rhythm
to understand
What makes jazz is a good downbeat!
Your heart starts pumpin',
Your feet start stompin',
The whole world's jumpin';
You feel like bustin' outta your skin,
It's jazz that's got you in a spin,
You feel you've got the world
in your hand --
Jazz can really make you understand.
A rollercoaster in the sky,
A red-hot trumpet's lullabye,
A lamppost on a rainy night,
A lonesome white electric light;
A brand-new pair of golden shoes,
A bullfrog singin' out the blues --
It's all connected with a beat
That goes right down from your heart to your feet.
Is your big heart thumpin'?
Yeah, man!
Are your two feet jumpin'?
Yeah, man!
Now ain't that somethin'?
Yeah, man!
That little bit of somethin' called Jazz"
Some Sunday Morning,['The Savoy Quartet'],"[hf]
Some Sunday morning is goin' to be
Some Sunday morning for someone and me!
Bells will be chimimg an old melody,
'Specially for someone and me!

[dh]
There'll be an organ playing,
Friends and relations will stare.
Say, can't you hear 'em saying,
""Gee, what a beautiful pair!""?

[hf]
Some Sunday morning, we'll walk down the aisle,
You'll be so nervous and I'll try to smile!
[dh]
Things sure look rosy for someone and me,
Some Sunday morning, you'll see!

[hf]
Some Sunday morning is goin' to be
[dh]
Some Sunday morning for someone and me!
[hf]
Bells will be chimimg an old melody,
'Specially for someone and me!

[hf]
There'll be an organ playing,
Friends and relations will stare.
[dh]
Say, can't you hear 'em saying,
""Gee, what a beautiful pair!""?

[hf]
Some Sunday morning, we'll walk down the aisle,
[dh]
You'll be so nervous and I'll try to smile!
[hf]
Things sure look rosy for someone and me,
[both]
Some Sunday morning, you'll see!"
I Hate to Lose You,['The Savoy Quartet'],"I hate to lose you,
I'm so used to you now,
Still I excuse you
For breaking your vow.

Just like the sunlight, I've found
I'm used to havin' you 'round.
You're all I've ever been thinkin' of,
Who am I gonna love,
Now that you've turned me down?

Just like the rose, dear,
That's used to the sun,
Its petals close, dear,
When Summer is done.

And I'm so used to your kisses, all the others seem strange,
Used to your lovin' and I don't wanna change.
I hate to lose you,
I'm so used to you now!

I hate to lose you,
I'm so used to you now,
Still I excuse you
For breaking your vow.

Just like the sunlight, I've found
I'm used to havin' you 'round.
You're all I've ever been thinkin' of,
Who am I gonna love,
Now that you've turned me down?

Just like the rose, dear,
That's used to the sun,
Its petals close, dear,
When the Summer is done,
When the Summer is done.

And I'm so used to your kisses, all the others seem strange,
Used to your lovin' and I don't want to change.
I hate to lose you,
I'm so used to you now!"
